S,I,R,mortes,tempo
35.1162,27.3804,7.5034,0.1501,58.3
35.0201,27.4454,7.5345,0.1507,58.4
34.9240,27.5103,7.5657,0.1513,58.5
34.8279,27.5751,7.5970,0.1519,58.6
34.7318,27.6398,7.6283,0.1526,58.7
34.6358,27.7044,7.6597,0.1532,58.8
34.5399,27.7689,7.6912,0.1538,58.9
34.4440,27.8333,7.7228,0.1545,59.0
34.3481,27.8975,7.7544,0.1551,59.1
34.2523,27.9616,7.7861,0.1557,59.2
34.1565,28.0256,7.8179,0.1564,59.3
34.0608,28.0895,7.8497,0.1570,59.4
33.9651,28.1533,7.8816,0.1576,59.5
33.8695,28.2169,7.9136,0.1583,59.6
33.7739,28.2804,7.9457,0.1589,59.7
33.6784,28.3438,7.9778,0.1596,59.8
33.5829,28.4070,8.0100,0.1602,59.9
33.4875,28.4701,8.0423,0.1608,60.0
33.3922,28.5331,8.0747,0.1615,60.1
33.2969,28.5960,8.1071,0.1621,60.2
33.2017,28.6587,8.1396,0.1628,60.3
33.1066,28.7213,8.1721,0.1634,60.4
33.0115,28.7837,8.2048,0.1641,60.5
32.9165,28.8461,8.2375,0.1647,60.6
32.8215,28.9082,8.2703,0.1654,60.7
32.7266,28.9703,8.3031,0.1661,60.8
32.6318,29.0321,8.3360,0.1667,60.9
32.5371,29.0939,8.3690,0.1674,61.0
32.4424,29.1555,8.4021,0.1680,61.1
32.3478,29.2169,8.4352,0.1687,61.2
32.2533,29.2783,8.4684,0.1694,61.3
32.1589,29.3394,8.5017,0.1700,61.4
32.0645,29.4004,8.5350,0.1707,61.5
31.9703,29.4613,8.5685,0.1714,61.6
31.8761,29.5220,8.6019,0.1720,61.7
31.7820,29.5826,8.6355,0.1727,61.8
31.6879,29.6430,8.6691,0.1734,61.9
31.5940,29.7032,8.7028,0.1741,62.0
31.5002,29.7633,8.7365,0.1747,62.1
31.4064,29.8232,8.7704,0.1754,62.2
31.3127,29.8830,8.8042,0.1761,62.3
31.2192,29.9426,8.8382,0.1768,62.4
31.1257,30.0021,8.8722,0.1774,62.5
31.0323,30.0614,8.9063,0.1781,62.6
30.9390,30.1205,8.9405,0.1788,62.7
30.8458,30.1794,8.9747,0.1795,62.8
30.7527,30.2382,9.0090,0.1802,62.9
30.6598,30.2969,9.0434,0.1809,63.0
30.5669,30.3553,9.0778,0.1816,63.1
30.4741,30.4136,9.1123,0.1822,63.2
30.3814,30.4718,9.1469,0.1829,63.3
30.2888,30.5297,9.1815,0.1836,63.4
30.1964,30.5875,9.2162,0.1843,63.5
30.1040,30.6451,9.2509,0.1850,63.6
30.0117,30.7025,9.2858,0.1857,63.7
29.9196,30.7598,9.3206,0.1864,63.8
29.8276,30.8168,9.3556,0.1871,63.9
29.7356,30.8737,9.3906,0.1878,64.0
29.6438,30.9305,9.4257,0.1885,64.1
29.5521,30.9870,9.4608,0.1892,64.2
29.4606,31.0434,9.4961,0.1899,64.3
29.3691,31.0995,9.5313,0.1906,64.4
29.2778,31.1555,9.5667,0.1913,64.5
29.1866,31.2114,9.6021,0.1920,64.6
29.0955,31.2670,9.6376,0.1928,64.7
29.0045,31.3224,9.6731,0.1935,64.8
28.9136,31.3777,9.7087,0.1942,64.9
28.8229,31.4328,9.7443,0.1949,65.0
28.7323,31.4876,9.7801,0.1956,65.1
28.6418,31.5423,9.8158,0.1963,65.2
28.5515,31.5968,9.8517,0.1970,65.3
28.4613,31.6511,9.8876,0.1978,65.4
28.3712,31.7052,9.9235,0.1985,65.5
28.2813,31.7592,9.9596,0.1992,65.6
28.1914,31.8129,9.9957,0.1999,65.7
28.1017,31.8664,10.0318,0.2006,65.8
28.0122,31.9198,10.0680,0.2014,65.9
27.9228,31.9729,10.1043,0.2021,66.0
27.8335,32.0259,10.1406,0.2028,66.1
27.7444,32.0786,10.1770,0.2035,66.2
27.6554,32.1311,10.2135,0.2043,66.3
27.5665,32.1835,10.2500,0.2050,66.4
27.4778,32.2356,10.2866,0.2057,66.5
27.3892,32.2876,10.3232,0.2065,66.6
27.3008,32.3393,10.3599,0.2072,66.7
27.2125,32.3909,10.3966,0.2079,66.8
27.1243,32.4422,10.4334,0.2087,66.9
27.0363,32.4933,10.4703,0.2094,67.0
26.9485,32.5443,10.5072,0.2101,67.1
26.8608,32.5950,10.5442,0.2109,67.2
26.7732,32.6455,10.5813,0.2116,67.3
26.6858,32.6958,10.6184,0.2124,67.4
26.5986,32.7459,10.6555,0.2131,67.5
26.5115,32.7958,10.6927,0.2139,67.6
26.4245,32.8455,10.7300,0.2146,67.7
26.3378,32.8949,10.7673,0.2153,67.8
26.2511,32.9442,10.8047,0.2161,67.9
26.1646,32.9932,10.8421,0.2168,68.0
26.0783,33.0421,10.8796,0.2176,68.1
25.9921,33.0907,10.9172,0.2183,68.2
25.9061,33.1391,10.9548,0.2191,68.3
25.8203,33.1873,10.9924,0.2198,68.4
25.7346,33.2353,11.0301,0.2206,68.5
25.6491,33.2830,11.0679,0.2214,68.6
25.5637,33.3306,11.1057,0.2221,68.7
25.4785,33.3779,11.1436,0.2229,68.8
25.3934,33.4250,11.1815,0.2236,68.9
25.3086,33.4719,11.2195,0.2244,69.0
25.2239,33.5186,11.2576,0.2252,69.1
25.1393,33.5650,11.2956,0.2259,69.2
25.0549,33.6113,11.3338,0.2267,69.3
24.9707,33.6573,11.3720,0.2274,69.4
24.8867,33.7031,11.4102,0.2282,69.5
24.8028,33.7487,11.4485,0.2290,69.6
24.7191,33.7940,11.4869,0.2297,69.7
24.6355,33.8392,11.5253,0.2305,69.8
24.5522,33.8841,11.5637,0.2313,69.9
24.4690,33.9288,11.6022,0.2320,70.0
24.3860,33.9732,11.6408,0.2328,70.1
24.3031,34.0175,11.6794,0.2336,70.2
24.2204,34.0615,11.7181,0.2344,70.3
24.1380,34.1053,11.7568,0.2351,70.4
24.0556,34.1489,11.7955,0.2359,70.5
23.9735,34.1922,11.8343,0.2367,70.6
23.8915,34.2353,11.8732,0.2375,70.7
23.8097,34.2782,11.9121,0.2382,70.8
23.7281,34.3209,11.9510,0.2390,70.9
23.6467,34.3633,11.9900,0.2398,71.0
23.5654,34.4055,12.0291,0.2406,71.1
23.4843,34.4475,12.0682,0.2414,71.2
23.4034,34.4892,12.1073,0.2421,71.3
23.3227,34.5308,12.1465,0.2429,71.4
23.2422,34.5721,12.1858,0.2437,71.5
23.1618,34.6131,12.2251,0.2445,71.6
23.0817,34.6540,12.2644,0.2453,71.7
23.0017,34.6946,12.3038,0.2461,71.8
22.9219,34.7349,12.3432,0.2469,71.9
22.8422,34.7751,12.3827,0.2477,72.0
22.7628,34.8150,12.4222,0.2484,72.1
22.6836,34.8547,12.4617,0.2492,72.2
22.6045,34.8942,12.5013,0.2500,72.3
22.5256,34.9334,12.5410,0.2508,72.4
22.4469,34.9724,12.5807,0.2516,72.5
22.3684,35.0111,12.6204,0.2524,72.6
22.2901,35.0497,12.6602,0.2532,72.7
22.2120,35.0880,12.7001,0.2540,72.8
22.1341,35.1260,12.7399,0.2548,72.9
22.0563,35.1638,12.7798,0.2556,73.0
21.9788,35.2014,12.8198,0.2564,73.1
21.9014,35.2388,12.8598,0.2572,73.2
21.8242,35.2759,12.8998,0.2580,73.3
21.7472,35.3128,12.9399,0.2588,73.4
21.6704,35.3495,12.9801,0.2596,73.5
21.5938,35.3859,13.0202,0.2604,73.6
21.5174,35.4221,13.0604,0.2612,73.7
21.4412,35.4581,13.1007,0.2620,73.8
21.3652,35.4938,13.1410,0.2628,73.9
21.2893,35.5293,13.1813,0.2636,74.0
21.2137,35.5646,13.2217,0.2644,74.1
21.1382,35.5996,13.2621,0.2652,74.2
21.0630,35.6344,13.3026,0.2661,74.3
20.9879,35.6690,13.3431,0.2669,74.4
20.9131,35.7033,13.3836,0.2677,74.5
20.8384,35.7374,13.4242,0.2685,74.6
20.7639,35.7713,13.4648,0.2693,74.7
20.6897,35.8049,13.5054,0.2701,74.8
20.6156,35.8383,13.5461,0.2709,74.9
20.5417,35.8715,13.5868,0.2717,75.0
20.4680,35.9044,13.6276,0.2726,75.1
20.3945,35.9371,13.6684,0.2734,75.2
20.3212,35.9695,13.7092,0.2742,75.3
20.2481,36.0017,13.7501,0.2750,75.4
20.1752,36.0337,13.7910,0.2758,75.5
20.1025,36.0655,13.8320,0.2766,75.6
20.0300,36.0970,13.8730,0.2775,75.7
19.9577,36.1283,13.9140,0.2783,75.8
19.8856,36.1593,13.9550,0.2791,75.9
19.8137,36.1901,13.9961,0.2799,76.0
19.7420,36.2207,14.0372,0.2807,76.1
19.6705,36.2511,14.0784,0.2816,76.2
19.5992,36.2812,14.1196,0.2824,76.3
19.5281,36.3111,14.1608,0.2832,76.4
19.4572,36.3407,14.2021,0.2840,76.5
19.3865,36.3701,14.2434,0.2849,76.6
19.3160,36.3993,14.2847,0.2857,76.7
19.2457,36.4283,14.3261,0.2865,76.8
19.1756,36.4570,14.3675,0.2873,76.9
19.1056,36.4854,14.4089,0.2882,77.0
19.0359,36.5137,14.4504,0.2890,77.1
18.9664,36.5417,14.4919,0.2898,77.2
18.8971,36.5695,14.5334,0.2907,77.3
18.8280,36.5970,14.5749,0.2915,77.4
18.7591,36.6244,14.6165,0.2923,77.5
18.6904,36.6514,14.6581,0.2932,77.6
18.6219,36.6783,14.6998,0.2940,77.7
18.5536,36.7049,14.7415,0.2948,77.8
18.4855,36.7313,14.7832,0.2957,77.9
18.4176,36.7575,14.8249,0.2965,78.0
18.3499,36.7834,14.8667,0.2973,78.1
18.2824,36.8091,14.9085,0.2982,78.2
18.2151,36.8346,14.9503,0.2990,78.3
18.1480,36.8598,14.9922,0.2998,78.4
18.0811,36.8848,15.0341,0.3007,78.5
18.0144,36.9096,15.0760,0.3015,78.6
17.9479,36.9341,15.1179,0.3024,78.7
17.8817,36.9585,15.1599,0.3032,78.8
17.8156,36.9825,15.2019,0.3040,78.9
17.7497,37.0064,15.2439,0.3049,79.0
17.6840,37.0300,15.2860,0.3057,79.1
17.6185,37.0534,15.3280,0.3066,79.2
17.5532,37.0766,15.3702,0.3074,79.3
17.4881,37.0996,15.4123,0.3082,79.4
17.4233,37.1223,15.4544,0.3091,79.5
17.3586,37.1448,15.4966,0.3099,79.6
17.2941,37.1670,15.5388,0.3108,79.7
17.2298,37.1891,15.5811,0.3116,79.8
17.1658,37.2109,15.6233,0.3125,79.9
17.1019,37.2325,15.6656,0.3133,80.0
17.0382,37.2539,15.7079,0.3142,80.1
16.9747,37.2750,15.7503,0.3150,80.2
16.9115,37.2959,15.7926,0.3159,80.3
16.8484,37.3166,15.8350,0.3167,80.4
16.7855,37.3371,15.8774,0.3175,80.5
16.7228,37.3573,15.9198,0.3184,80.6
16.6604,37.3773,15.9623,0.3192,80.7
16.5981,37.3971,16.0048,0.3201,80.8
16.5360,37.4167,16.0473,0.3209,80.9
16.4742,37.4361,16.0898,0.3218,81.0
16.4125,37.4552,16.1323,0.3226,81.1
16.3510,37.4741,16.1749,0.3235,81.2
16.2897,37.4928,16.2175,0.3243,81.3
16.2287,37.5113,16.2601,0.3252,81.4
16.1678,37.5295,16.3027,0.3261,81.5
16.1071,37.5475,16.3453,0.3269,81.6
16.0466,37.5654,16.3880,0.3278,81.7
15.9864,37.5830,16.4307,0.3286,81.8
15.9263,37.6003,16.4734,0.3295,81.9
15.8664,37.6175,16.5161,0.3303,82.0
15.8067,37.6344,16.5589,0.3312,82.1
15.7472,37.6511,16.6017,0.3320,82.2
15.6879,37.6676,16.6444,0.3329,82.3
15.6288,37.6839,16.6872,0.3337,82.4
15.5699,37.7000,16.7301,0.3346,82.5
15.5112,37.7159,16.7729,0.3355,82.6
15.4527,37.7315,16.8158,0.3363,82.7
15.3944,37.7469,16.8586,0.3372,82.8
15.3363,37.7621,16.9015,0.3380,82.9
15.2784,37.7772,16.9444,0.3389,83.0
15.2207,37.7919,16.9874,0.3397,83.1
15.1632,37.8065,17.0303,0.3406,83.2
15.1058,37.8209,17.0733,0.3415,83.3
15.0487,37.8350,17.1163,0.3423,83.4
14.9918,37.8490,17.1593,0.3432,83.5
14.9350,37.8627,17.2023,0.3440,83.6
14.8785,37.8762,17.2453,0.3449,83.7
14.8221,37.8895,17.2883,0.3458,83.8
14.7660,37.9027,17.3314,0.3466,83.9
14.7100,37.9156,17.3745,0.3475,84.0
14.6542,37.9282,17.4175,0.3484,84.1
14.5986,37.9407,17.4606,0.3492,84.2
14.5433,37.9530,17.5038,0.3501,84.3
14.4881,37.9651,17.5469,0.3509,84.4
14.4331,37.9769,17.5900,0.3518,84.5
14.3782,37.9886,17.6332,0.3527,84.6
14.3236,38.0000,17.6764,0.3535,84.7
14.2692,38.0113,17.7195,0.3544,84.8
14.2150,38.0223,17.7627,0.3553,84.9
14.1609,38.0332,17.8059,0.3561,85.0
14.1070,38.0438,17.8492,0.3570,85.1
14.0534,38.0542,17.8924,0.3578,85.2
13.9999,38.0645,17.9356,0.3587,85.3
13.9466,38.0745,17.9789,0.3596,85.4
13.8935,38.0844,18.0222,0.3604,85.5
13.8406,38.0940,18.0654,0.3613,85.6
13.7879,38.1034,18.1087,0.3622,85.7
13.7353,38.1127,18.1520,0.3630,85.8
13.6830,38.1217,18.1953,0.3639,85.9
13.6308,38.1305,18.2386,0.3648,86.0
13.5788,38.1392,18.2820,0.3656,86.1
13.5271,38.1476,18.3253,0.3665,86.2
13.4755,38.1559,18.3687,0.3674,86.3
13.4240,38.1639,18.4120,0.3682,86.4
13.3728,38.1718,18.4554,0.3691,86.5
13.3218,38.1795,18.4988,0.3700,86.6
13.2709,38.1870,18.5422,0.3708,86.7
13.2202,38.1942,18.5856,0.3717,86.8
13.1697,38.2013,18.6290,0.3726,86.9
13.1194,38.2082,18.6724,0.3734,87.0
13.0693,38.2149,18.7158,0.3743,87.1
13.0194,38.2215,18.7592,0.3752,87.2
12.9696,38.2278,18.8026,0.3761,87.3
12.9200,38.2339,18.8461,0.3769,87.4
12.8706,38.2399,18.8895,0.3778,87.5
12.8214,38.2456,18.9330,0.3787,87.6
12.7724,38.2512,18.9764,0.3795,87.7
12.7235,38.2566,19.0199,0.3804,87.8
12.6748,38.2618,19.0634,0.3813,87.9
12.6263,38.2668,19.1069,0.3821,88.0
12.5780,38.2717,19.1504,0.3830,88.1
12.5299,38.2763,19.1938,0.3839,88.2
12.4819,38.2808,19.2373,0.3847,88.3
12.4341,38.2850,19.2808,0.3856,88.4
12.3865,38.2891,19.3244,0.3865,88.5
12.3391,38.2931,19.3679,0.3874,88.6
12.2919,38.2968,19.4114,0.3882,88.7
12.2448,38.3004,19.4549,0.3891,88.8
12.1979,38.3037,19.4984,0.3900,88.9
12.1512,38.3069,19.5419,0.3908,89.0
12.1046,38.3099,19.5855,0.3917,89.1
12.0582,38.3128,19.6290,0.3926,89.2
12.0120,38.3154,19.6725,0.3935,89.3
11.9660,38.3179,19.7161,0.3943,89.4
11.9202,38.3202,19.7596,0.3952,89.5
11.8745,38.3224,19.8032,0.3961,89.6
11.8290,38.3243,19.8467,0.3969,89.7
11.7836,38.3261,19.8903,0.3978,89.8
11.7385,38.3277,19.9338,0.3987,89.9
11.6935,38.3292,19.9774,0.3995,90.0
11.6487,38.3304,20.0209,0.4004,90.1
11.6040,38.3315,20.0645,0.4013,90.2
11.5595,38.3324,20.1081,0.4022,90.3
11.5152,38.3332,20.1516,0.4030,90.4
11.4711,38.3338,20.1952,0.4039,90.5
11.4271,38.3342,20.2387,0.4048,90.6
11.3833,38.3344,20.2823,0.4056,90.7
11.3397,38.3345,20.3259,0.4065,90.8
11.2962,38.3344,20.3694,0.4074,90.9
11.2529,38.3341,20.4130,0.4083,91.0
11.2098,38.3337,20.4565,0.4091,91.1
11.1668,38.3331,20.5001,0.4100,91.2
11.1240,38.3324,20.5437,0.4109,91.3
11.0813,38.3315,20.5872,0.4117,91.4
11.0389,38.3304,20.6308,0.4126,91.5
10.9966,38.3291,20.6743,0.4135,91.6
10.9544,38.3277,20.7179,0.4144,91.7
10.9124,38.3262,20.7615,0.4152,91.8
10.8706,38.3244,20.8050,0.4161,91.9
10.8289,38.3225,20.8486,0.4170,92.0
10.7874,38.3205,20.8921,0.4178,92.1
10.7461,38.3183,20.9357,0.4187,92.2
10.7049,38.3159,20.9792,0.4196,92.3
10.6639,38.3134,21.0227,0.4205,92.4
10.6231,38.3107,21.0663,0.4213,92.5
10.5824,38.3079,21.1098,0.4222,92.6
10.5418,38.3049,21.1533,0.4231,92.7
10.5014,38.3017,21.1969,0.4239,92.8
10.4612,38.2984,21.2404,0.4248,92.9
10.4211,38.2950,21.2839,0.4257,93.0
10.3812,38.2914,21.3274,0.4265,93.1
10.3415,38.2876,21.3709,0.4274,93.2
10.3019,38.2837,21.4145,0.4283,93.3
10.2625,38.2796,21.4580,0.4292,93.4
10.2232,38.2754,21.5015,0.4300,93.5
10.1840,38.2710,21.5450,0.4309,93.6
10.1451,38.2665,21.5884,0.4318,93.7
10.1062,38.2619,21.6319,0.4326,93.8
10.0676,38.2571,21.6754,0.4335,93.9
10.0291,38.2521,21.7189,0.4344,94.0
9.9907,38.2470,21.7623,0.4352,94.1
9.9525,38.2417,21.8058,0.4361,94.2
9.9144,38.2363,21.8493,0.4370,94.3
9.8765,38.2308,21.8927,0.4379,94.4
9.8388,38.2251,21.9362,0.4387,94.5
9.8011,38.2193,21.9796,0.4396,94.6
9.7637,38.2133,22.0230,0.4405,94.7
9.7264,38.2072,22.0665,0.4413,94.8
9.6892,38.2009,22.1099,0.4422,94.9
9.6522,38.1945,22.1533,0.4431,95.0
9.6153,38.1880,22.1967,0.4439,95.1
9.5786,38.1813,22.2401,0.4448,95.2
9.5420,38.1745,22.2835,0.4457,95.3
9.5056,38.1676,22.3269,0.4465,95.4
9.4693,38.1605,22.3702,0.4474,95.5
9.4332,38.1532,22.4136,0.4483,95.6
9.3972,38.1459,22.4569,0.4491,95.7
9.3614,38.1384,22.5003,0.4500,95.8
9.3257,38.1307,22.5436,0.4509,95.9
9.2901,38.1230,22.5870,0.4517,96.0
9.2547,38.1151,22.6303,0.4526,96.1
9.2194,38.1070,22.6736,0.4535,96.2
9.1843,38.0989,22.7169,0.4543,96.3
9.1493,38.0905,22.7602,0.4552,96.4
9.1144,38.0821,22.8035,0.4561,96.5
9.0797,38.0736,22.8468,0.4569,96.6
9.0452,38.0649,22.8900,0.4578,96.7
9.0107,38.0560,22.9333,0.4587,96.8
8.9764,38.0471,22.9765,0.4595,96.9
8.9423,38.0380,23.0198,0.4604,97.0
8.9083,38.0288,23.0630,0.4613,97.1
8.8744,38.0194,23.1062,0.4621,97.2
8.8406,38.0100,23.1494,0.4630,97.3
8.8070,38.0004,23.1926,0.4639,97.4
8.7736,37.9907,23.2358,0.4647,97.5
8.7402,37.9808,23.2789,0.4656,97.6
8.7070,37.9709,23.3221,0.4664,97.7
8.6740,37.9608,23.3653,0.4673,97.8
8.6411,37.9506,23.4084,0.4682,97.9
8.6083,37.9402,23.4515,0.4690,98.0
8.5756,37.9298,23.4946,0.4699,98.1
8.5431,37.9192,23.5377,0.4708,98.2
8.5107,37.9085,23.5808,0.4716,98.3
8.4784,37.8977,23.6239,0.4725,98.4
8.4463,37.8868,23.6670,0.4733,98.5
8.4143,37.8757,23.7100,0.4742,98.6
8.3824,37.8646,23.7531,0.4751,98.7
8.3507,37.8533,23.7961,0.4759,98.8
8.3191,37.8419,23.8391,0.4768,98.9
8.2876,37.8303,23.8821,0.4776,99.0
8.2562,37.8187,23.9251,0.4785,99.1
8.2250,37.8069,23.9681,0.4794,99.2
8.1939,37.7951,24.0110,0.4802,99.3
8.1630,37.7831,24.0540,0.4811,99.4
8.1321,37.7710,24.0969,0.4819,99.5
8.1014,37.7588,24.1398,0.4828,99.6
8.0708,37.7465,24.1827,0.4837,99.7
8.0403,37.7341,24.2256,0.4845,99.8
8.0100,37.7215,24.2685,0.4854,99.9
7.9798,37.7089,24.3114,0.4862,100.0
7.9497,37.6961,24.3542,0.4871,100.1
7.9197,37.6832,24.3971,0.4879,100.2
7.8899,37.6703,24.4399,0.4888,100.3
7.8602,37.6572,24.4827,0.4897,100.4
7.8306,37.6440,24.5255,0.4905,100.5
7.8011,37.6307,24.5683,0.4914,100.6
7.7717,37.6173,24.6110,0.4922,100.7
7.7425,37.6038,24.6538,0.4931,100.8
7.7134,37.5901,24.6965,0.4939,100.9
7.6844,37.5764,24.7392,0.4948,101.0
7.6555,37.5626,24.7819,0.4956,101.1
7.6268,37.5487,24.8246,0.4965,101.2
7.5981,37.5346,24.8673,0.4973,101.3
7.5696,37.5205,24.9099,0.4982,101.4
7.5412,37.5063,24.9526,0.4991,101.5
7.5129,37.4919,24.9952,0.4999,101.6
7.4847,37.4775,25.0378,0.5008,101.7
7.4567,37.4630,25.0804,0.5016,101.8
7.4288,37.4483,25.1230,0.5025,101.9
7.4009,37.4336,25.1655,0.5033,102.0
7.3732,37.4188,25.2080,0.5042,102.1
7.3456,37.4038,25.2506,0.5050,102.2
7.3182,37.3888,25.2931,0.5059,102.3
7.2908,37.3737,25.3356,0.5067,102.4
7.2636,37.3584,25.3780,0.5076,102.5
7.2364,37.3431,25.4205,0.5084,102.6
7.2094,37.3277,25.4629,0.5093,102.7
7.1825,37.3122,25.5053,0.5101,102.8
7.1557,37.2966,25.5477,0.5110,102.9
7.1290,37.2809,25.5901,0.5118,103.0
7.1024,37.2651,25.6325,0.5126,103.1
7.0760,37.2493,25.6748,0.5135,103.2
7.0496,37.2333,25.7172,0.5143,103.3
7.0234,37.2172,25.7595,0.5152,103.4
6.9972,37.2011,25.8018,0.5160,103.5
6.9712,37.1848,25.8440,0.5169,103.6
6.9453,37.1685,25.8863,0.5177,103.7
6.9194,37.1521,25.9285,0.5186,103.8
6.8937,37.1356,25.9707,0.5194,103.9
6.8681,37.1190,26.0129,0.5203,104.0
6.8426,37.1023,26.0551,0.5211,104.1
6.8173,37.0855,26.0973,0.5219,104.2
6.7920,37.0686,26.1394,0.5228,104.3
6.7668,37.0517,26.1816,0.5236,104.4
6.7417,37.0347,26.2237,0.5245,104.5
6.7168,37.0175,26.2657,0.5253,104.6
6.6919,37.0003,26.3078,0.5262,104.7
6.6671,36.9831,26.3499,0.5270,104.8
6.6425,36.9657,26.3919,0.5278,104.9
6.6179,36.9482,26.4339,0.5287,105.0
6.5935,36.9307,26.4759,0.5295,105.1
6.5691,36.9131,26.5178,0.5304,105.2
6.5449,36.8954,26.5598,0.5312,105.3
6.5207,36.8776,26.6017,0.5320,105.4
6.4967,36.8597,26.6436,0.5329,105.5
6.4727,36.8418,26.6855,0.5337,105.6
6.4489,36.8238,26.7274,0.5345,105.7
6.4251,36.8057,26.7692,0.5354,105.8
6.4015,36.7875,26.8110,0.5362,105.9
6.3779,36.7693,26.8528,0.5371,106.0
6.3545,36.7509,26.8946,0.5379,106.1
6.3311,36.7325,26.9364,0.5387,106.2
6.3079,36.7140,26.9781,0.5396,106.3
6.2847,36.6955,27.0199,0.5404,106.4
6.2617,36.6768,27.0616,0.5412,106.5
6.2387,36.6581,27.1032,0.5421,106.6
6.2158,36.6393,27.1449,0.5429,106.7
6.1930,36.6205,27.1865,0.5437,106.8
6.1704,36.6015,27.2281,0.5446,106.9
6.1478,36.5825,27.2697,0.5454,107.0
6.1253,36.5634,27.3113,0.5462,107.1
6.1029,36.5443,27.3529,0.5471,107.2
6.0806,36.5251,27.3944,0.5479,107.3
6.0584,36.5058,27.4359,0.5487,107.4
6.0363,36.4864,27.4774,0.5495,107.5
6.0142,36.4670,27.5188,0.5504,107.6
5.9923,36.4475,27.5603,0.5512,107.7
5.9705,36.4279,27.6017,0.5520,107.8
5.9487,36.4082,27.6431,0.5529,107.9
5.9271,36.3885,27.6845,0.5537,108.0
5.9055,36.3687,27.7258,0.5545,108.1
5.8840,36.3489,27.7671,0.5553,108.2
5.8626,36.3290,27.8084,0.5562,108.3
5.8413,36.3090,27.8497,0.5570,108.4
5.8201,36.2889,27.8910,0.5578,108.5
5.7990,36.2688,27.9322,0.5586,108.6
5.7780,36.2486,27.9734,0.5595,108.7
5.7570,36.2284,28.0146,0.5603,108.8
5.7362,36.2081,28.0558,0.5611,108.9
5.7154,36.1877,28.0969,0.5619,109.0
5.6947,36.1673,28.1381,0.5628,109.1
5.6741,36.1468,28.1792,0.5636,109.2
5.6536,36.1262,28.2202,0.5644,109.3
5.6332,36.1056,28.2613,0.5652,109.4
5.6128,36.0849,28.3023,0.5660,109.5
5.5926,36.0641,28.3433,0.5669,109.6
5.5724,36.0433,28.3843,0.5677,109.7
5.5523,36.0224,28.4253,0.5685,109.8
5.5323,36.0015,28.4662,0.5693,109.9
5.5124,35.9805,28.5071,0.5701,110.0
5.4926,35.9594,28.5480,0.5710,110.1
5.4728,35.9383,28.5889,0.5718,110.2
5.4532,35.9172,28.6297,0.5726,110.3
5.4336,35.8959,28.6705,0.5734,110.4
5.4141,35.8747,28.7113,0.5742,110.5
5.3947,35.8533,28.7521,0.5750,110.6
5.3753,35.8319,28.7928,0.5759,110.7
5.3561,35.8105,28.8335,0.5767,110.8
5.3369,35.7889,28.8742,0.5775,110.9
5.3178,35.7674,28.9149,0.5783,111.0
5.2988,35.7457,28.9555,0.5791,111.1
5.2798,35.7241,28.9962,0.5799,111.2
5.2609,35.7023,29.0368,0.5807,111.3
5.2422,35.6805,29.0773,0.5815,111.4
5.2235,35.6587,29.1179,0.5824,111.5
5.2048,35.6368,29.1584,0.5832,111.6
5.1863,35.6149,29.1989,0.5840,111.7
5.1678,35.5929,29.2394,0.5848,111.8
5.1494,35.5708,29.2798,0.5856,111.9
5.1311,35.5487,29.3202,0.5864,112.0
5.1129,35.5265,29.3606,0.5872,112.1
5.0947,35.5043,29.4010,0.5880,112.2
5.0766,35.4821,29.4413,0.5888,112.3
5.0586,35.4598,29.4817,0.5896,112.4
5.0407,35.4374,29.5220,0.5904,112.5
5.0228,35.4150,29.5622,0.5912,112.6
5.0050,35.3925,29.6025,0.5920,112.7
4.9873,35.3700,29.6427,0.5929,112.8
4.9697,35.3475,29.6829,0.5937,112.9
4.9521,35.3249,29.7231,0.5945,113.0
4.9346,35.3022,29.7632,0.5953,113.1
4.9172,35.2795,29.8033,0.5961,113.2
4.8998,35.2568,29.8434,0.5969,113.3
4.8826,35.2340,29.8835,0.5977,113.4
4.8653,35.2112,29.9235,0.5985,113.5
4.8482,35.1883,29.9635,0.5993,113.6
4.8312,35.1654,30.0035,0.6001,113.7
4.8142,35.1424,30.0435,0.6009,113.8
4.7973,35.1194,30.0834,0.6017,113.9
4.7804,35.0963,30.1233,0.6025,114.0
4.7636,35.0732,30.1632,0.6033,114.1
4.7469,35.0501,30.2030,0.6041,114.2
4.7303,35.0269,30.2429,0.6049,114.3
4.7137,35.0036,30.2827,0.6057,114.4
4.6972,34.9804,30.3225,0.6064,114.5
4.6808,34.9570,30.3622,0.6072,114.6
4.6644,34.9337,30.4019,0.6080,114.7
4.6481,34.9103,30.4416,0.6088,114.8
4.6319,34.8868,30.4813,0.6096,114.9
4.6157,34.8633,30.5209,0.6104,115.0
4.5996,34.8398,30.5606,0.6112,115.1
4.5836,34.8163,30.6002,0.6120,115.2
4.5677,34.7926,30.6397,0.6128,115.3
4.5518,34.7690,30.6793,0.6136,115.4
4.5359,34.7453,30.7188,0.6144,115.5
4.5202,34.7216,30.7583,0.6152,115.6
4.5045,34.6978,30.7977,0.6160,115.7
4.4889,34.6740,30.8371,0.6167,115.8
4.4733,34.6502,30.8765,0.6175,115.9
4.4578,34.6263,30.9159,0.6183,116.0
4.4424,34.6024,30.9553,0.6191,116.1
4.4270,34.5785,30.9946,0.6199,116.2
4.4117,34.5545,31.0339,0.6207,116.3
4.3964,34.5305,31.0731,0.6215,116.4
